no	Lat	Long	Species	Sampling_date	Confirming_date	Subtype	Patho_type	Report_type	Info9	Info10	location3
234a	23.68494	120.263965	肉鵝	2015-01-16	2015-01-19	H5N8	HPAI	業者主動通報	234	196	Yunlin County
235a	23.63735	120.201412	種鵝	2015-01-16	2015-01-19	H5N2	HPAI	業者主動通報	235	195	Yunlin County
236a	23.680499	120.237209	肉鵝	2015-01-16	2015-01-19	H5N2	HPAI	業者主動通報	236	194	Yunlin County
237a	23.637904	120.201431	種鵝	2015-01-16	2015-01-19	H5N2	HPAI	業者主動通報	237	193	Yunlin County
238a	23.94146	120.37828	肉鵝	2015-01-16	2015-01-20	H5N2	HPAI	業者主動通報	238	192	Changhua County
164a	23.42746	120.217588	肉鵝	2015-01-15	2015-01-17	H5N2	HPAI	業者主動通報	164	191	Chiayi County
165a	23.851942	120.291172	肉鵝	2015-01-15	2015-01-18	H5N8	HPAI	業者主動通報	165	190	Changhua County
166a	23.22662	120.2219	正番鴨	2015-01-15	2015-01-18	H5N2_H5N8	HPAI	業者主動通報	166	189	Tainan City
167a	22.89871	120.34433	肉鵝	2015-01-15	2015-01-18	H5N2_H5N8	HPAI	業者主動通報	167	188	Tainan City
168a	23.23467	120.2885	肉鵝	2015-01-15	2015-01-18	H5N8	HPAI	業者主動通報	168	187	Tainan City
169a	23.23727	120.23	肉鵝	2015-01-15	2015-01-18	H5N8	HPAI	業者主動通報	169	186	Tainan City
170a	23.23868	120.24021	肉鵝	2015-01-15	2015-01-18	H5N8	HPAI	業者主動通報	170	185	Tainan City
171a	23.708292	120.234844	肉鵝	2015-01-15	2015-01-18	H5N8	HPAI	業者主動通報	171	184	Yunlin County
172a	23.720468	120.243479	肉鵝	2015-01-15	2015-01-18	H5N2_H5N8	HPAI	業者主動通報	172	183	Yunlin County
173a	23.721404	120.242624	肉鵝	2015-01-15	2015-01-18	H5N2_H5N8	HPAI	業者主動通報	173	182	Yunlin County
174a	23.728667	120.254135	肉鵝	2015-01-15	2015-01-18	H5N2	HPAI	業者主動通報	174	181	Yunlin County
175a	23.414977	120.35715	種鵝	2015-01-15	2015-01-18	H5N2	HPAI	業者主動通報	175	180	Chiayi County
176a	23.671351	120.191501	肉鵝	2015-01-15	2015-01-18	H5N8	HPAI	業者主動通報	176	179	Yunlin County
177a	23.69153333	120.20285278	肉鵝	2015-01-15	2015-01-18	H5N8	HPAI	業者主動通報	177	178	Yunlin County
178a	23.735382	120.220655	肉鵝	2015-01-15	2015-01-18	H5N2	HPAI	業者主動通報	178	177	Yunlin County
179a	23.742804	120.233609	肉鵝	2015-01-15	2015-01-18	H5N8	HPAI	業者主動通報	179	176	Yunlin County
180a	23.756299	120.239847	肉鵝	2015-01-15	2015-01-18	H5N2_H5N8	HPAI	業者主動通報	180	175	Yunlin County
181a	23.782872	120.248631	肉鵝	2015-01-15	2015-01-18	H5N2_H5N8	HPAI	業者主動通報	181	174	Yunlin County
182a	23.612729	120.1788	種鵝	2015-01-15	2015-01-18	H5N2	HPAI	業者主動通報	182	173	Yunlin County
183a	23.735793	120.490417	種鵝	2015-01-15	2015-01-18	H5N2	HPAI	業者主動通報	183	172	Yunlin County
184a	23.742956	120.24544	種鵝	2015-01-15	2015-01-18	H5N2_H5N8	HPAI	業者主動通報	184	171	Yunlin County
185a	23.752485	120.229855	種鵝	2015-01-15	2015-01-18	H5N8	HPAI	業者主動通報	185	170	Yunlin County
186a	23.62924	120.176059	肉鵝	2015-01-15	2015-01-18	H5N8	HPAI	業者主動通報	186	169	Yunlin County
187a	23.699524	120.267016	肉鵝	2015-01-15	2015-01-18	H5N2_H5N8	HPAI	業者主動通報	187	168	Yunlin County
188a	23.611563	120.170136	種鵝	2015-01-15	2015-01-18	H5N2_H5N8	HPAI	業者主動通報	188	167	Yunlin County
189a	23.611591	120.171489	種鵝	2015-01-15	2015-01-18	H5N2	HPAI	業者主動通報	189	166	Yunlin County
190a	22.5325549616146	120.604552682973	土雞	2015-01-15	2015-01-18	H5N8	HPAI	業者主動通報	190	165	Pingtung County
191a	22.50044444	120.58075	蛋中雞	2015-01-15	2015-01-18	H5Nx	HPAI	業者主動通報	191	164	Pingtung County
116a	24.722957	120.908521	候(野)鳥	2015-01-14	2015-01-18	H5N3	HPAI	候(野)鳥	116	163	Miaoli County
117a	24.157947	120.478967	土雞	2015-01-14	2015-01-17	H5N2	HPAI	業者主動通報	117	162	Changhua County
118a	23.244422	120.254401	正番鴨	2015-01-14	2015-01-17	H5N8	HPAI	業者主動通報	118	161	Tainan City
119a	23.21347	120.2381	肉鵝	2015-01-14	2015-01-17	H5N8	HPAI	業者主動通報	119	160	Tainan City
120a	23.24891111	120.29307778	肉鵝	2015-01-14	2015-01-17	H5N8	HPAI	業者主動通報	120	159	Tainan City
121a	23.248954	120.293853	肉鵝	2015-01-14	2015-01-17	H5N8	HPAI	業者主動通報	121	158	Tainan City
122a	23.42485	120.217407	肉鵝	2015-01-14	2015-01-17	H5N2_H5N8	HPAI	業者主動通報	122	157	Chiayi County
123a	23.42582	120.20928	肉鵝	2015-01-14	2015-01-17	H5N2	HPAI	業者主動通報	123	156	Chiayi County
124a	23.428433	120.215224	肉鵝	2015-01-14	2015-01-17	H5N2	HPAI	業者主動通報	124	155	Chiayi County
125a	23.428858	120.217188	肉鵝	2015-01-14	2015-01-17	H5N2	HPAI	業者主動通報	125	154	Chiayi County
126a	23.430056	120.20948	肉鵝	2015-01-14	2015-01-17	H5N2	HPAI	業者主動通報	126	153	Chiayi County
127a	23.45129	120.34698	肉鵝	2015-01-14	2015-01-17	H5N2	HPAI	業者主動通報	127	152	Chiayi County
128a	23.633693	120.193721	肉鵝	2015-01-14	2015-01-17	H5N2	HPAI	業者主動通報	128	151	Yunlin County
129a	23.635119	120.20519	肉鵝	2015-01-14	2015-01-17	H5N2	HPAI	業者主動通報	129	150	Yunlin County
130a	23.63528	120.2047	肉鵝	2015-01-14	2015-01-17	H5N2	HPAI	業者主動通報	130	149	Yunlin County
131a	23.231717	120.284385	種鵝	2015-01-14	2015-01-17	H5N8	HPAI	業者主動通報	131	148	Tainan City
132a	23.36643	120.3164	種鵝	2015-01-14	2015-01-17	H5N8	HPAI	業者主動通報	132	147	Tainan City
133a	23.63411	120.18163	種鵝	2015-01-14	2015-01-17	H5N2	HPAI	業者主動通報	133	146	Yunlin County
134a	23.683331	120.230343	肉鵝	2015-01-14	2015-01-17	H5N2	HPAI	業者主動通報	134	145	Yunlin County
135a	23.651718	120.238961	種鵝	2015-01-14	2015-01-17	H5N2	HPAI	業者主動通報	135	144	Yunlin County
136a	23.6876	120.24738	種鵝	2015-01-14	2015-01-17	H5N2	HPAI	業者主動通報	136	143	Yunlin County
137a	23.71279	120.247326	種鵝	2015-01-14	2015-01-17	H5N2	HPAI	業者主動通報	137	142	Yunlin County
138a	23.714752	120.24611	種鵝	2015-01-14	2015-01-17	H5N2_H5N8	HPAI	業者主動通報	138	141	Yunlin County
139a	23.652703	120.24035	種鵝	2015-01-14	2015-01-17	H5N2	HPAI	業者主動通報	139	140	Yunlin County
140a	22.58508333	120.46344444	肉鵝	2015-01-14	2015-01-18	H5Nx	HPAI	業者主動通報	140	139	Pingtung County
141a	22.44941667	120.56688889	肉鵝	2015-01-14	2015-01-18	H5N2	HPAI	業者主動通報	141	138	Pingtung County
142a	22.63413889	120.46827778	肉鵝	2015-01-14	2015-01-18	H5N2	HPAI	業者主動通報	142	137	Pingtung County
143a	22.64155556	120.48325	肉鵝	2015-01-14	2015-01-18	H5N2	HPAI	業者主動通報	143	136	Pingtung County
144a	22.67361111	120.56897222	肉鵝	2015-01-14	2015-01-18	H5N2	HPAI	業者主動通報	144	135	Pingtung County
145a	22.69241	120.48322	肉鵝	2015-01-14	2015-01-18	H5N2	HPAI	業者主動通報	145	134	Pingtung County
146a	22.56536111	120.49041667	土番鴨	2015-01-14	2015-01-18	H5N3	HPAI	業者主動通報	146	133	Pingtung County
147a	22.56480556	120.49083333	肉鵝	2015-01-14	2015-01-18	H5N2	HPAI	業者主動通報	147	132	Pingtung County
148a	22.58313889	120.5	肉鵝	2015-01-14	2015-01-18	H5N2	HPAI	業者主動通報	148	131	Pingtung County
149a	22.58563889	120.47363889	肉鵝	2015-01-14	2015-01-18	H5N3	HPAI	業者主動通報	149	130	Pingtung County
150a	22.58692	120.49	肉鵝	2015-01-14	2015-01-18	H5N2	HPAI	業者主動通報	150	129	Pingtung County
151a	22.58983333	120.45752778	肉鵝	2015-01-14	2015-01-18	H5N3	HPAI	業者主動通報	151	128	Pingtung County
152a	22.60388889	120.48533333	肉鵝	2015-01-14	2015-01-18	H5N2	HPAI	業者主動通報	152	127	Pingtung County
153a	22.60466667	120.49313889	肉鵝	2015-01-14	2015-01-18	H5Nx	HPAI	業者主動通報	153	126	Pingtung County
154a	22.60552778	120.46258333	肉鵝	2015-01-14	2015-01-18	H5N3	HPAI	業者主動通報	154	125	Pingtung County
155a	22.61557	120.51183	肉鵝	2015-01-14	2015-01-18	H5N2	HPAI	業者主動通報	155	124	Pingtung County
156a	22.61983333	120.44922222	肉鵝	2015-01-14	2015-01-18	H5N2	HPAI	業者主動通報	156	123	Pingtung County
157a	22.61997222	120.50002778	肉鵝	2015-01-14	2015-01-18	H5N2	HPAI	業者主動通報	157	122	Pingtung County
158a	22.62422222	120.49983333	肉鵝	2015-01-14	2015-01-18	H5N2	HPAI	業者主動通報	158	121	Pingtung County
159a	22.62436111	120.50458333	肉鵝	2015-01-14	2015-01-18	H5N2	HPAI	業者主動通報	159	120	Pingtung County
160a	22.62475	120.50569444	肉鵝	2015-01-14	2015-01-18	H5N2	HPAI	業者主動通報	160	119	Pingtung County
161a	22.62513889	120.44852778	肉鵝	2015-01-14	2015-01-18	H5N2_H5N3	HPAI	業者主動通報	161	118	Pingtung County
162a	22.62833333	120.45866667	肉鵝	2015-01-14	2015-01-18	H5N3	HPAI	業者主動通報	162	117	Pingtung County
163a	22.61153	120.50114	蛋鴨	2015-01-14	2015-01-18	H5N2	HPAI	業者主動通報	163	116	Pingtung County
84a	23.862729	120.409174	肉鵝	2015-01-13	2015-01-16	H5N2	HPAI	業者主動通報	84	115	Changhua County
85a	23.20225	120.2386	肉鵝	2015-01-13	2015-01-16	H5N8	HPAI	業者主動通報	85	114	Tainan City
86a	23.233484	120.284169	肉鵝	2015-01-13	2015-01-16	H5N8	HPAI	業者主動通報	86	113	Tainan City
87a	23.234732	120.28331	肉鵝	2015-01-13	2015-01-16	H5N8	HPAI	業者主動通報	87	112	Tainan City
88a	23.696698	120.234611	肉鵝	2015-01-13	2015-01-16	H5N2	HPAI	業者主動通報	88	111	Yunlin County
89a	23.709828	120.258176	肉鵝	2015-01-13	2015-01-16	H5N2	HPAI	業者主動通報	89	110	Yunlin County
90a	23.726872	120.243298	肉鵝	2015-01-13	2015-01-16	H5N2_H5N8	HPAI	業者主動通報	90	109	Yunlin County
91a	23.727512	120.24231	肉鵝	2015-01-13	2015-01-16	H5N8	HPAI	業者主動通報	91	108	Yunlin County
92a	23.71406	120.227725	肉鵝	2015-01-13	2015-01-16	H5N2	HPAI	業者主動通報	92	107	Yunlin County
93a	23.724068	120.235693	肉鵝	2015-01-13	2015-01-16	H5N2_H5N8	HPAI	業者主動通報	93	106	Yunlin County
94a	23.804828	120.280191	肉鵝	2015-01-13	2015-01-16	H5N8	HPAI	業者主動通報	94	105	Yunlin County
95a	23.648412	120.222365	種鵝	2015-01-13	2015-01-16	H5N2	HPAI	業者主動通報	95	104	Yunlin County
96a	23.7249	120.24075	種鵝	2015-01-13	2015-01-16	H5N2	HPAI	業者主動通報	96	103	Yunlin County
97a	23.624695	120.18438	肉鵝	2015-01-13	2015-01-16	H5N2	HPAI	業者主動通報	97	102	Yunlin County
98a	23.3429	120.3309	正番鴨	2015-01-13	2015-01-17	H5Nx	HPAI	業者主動通報	98	101	Tainan City
99a	22.61794444	120.50141667	肉鵝	2015-01-13	2015-01-17	H5N2	HPAI	業者主動通報	99	100	Pingtung County
100a	22.88725556	120.56053056	肉鵝	2015-01-13	2015-01-17	H5N2	HPAI	業者主動通報	100	99	Kaohsiung City
101a	22.59966667	120.50944444	土番鴨	2015-01-13	2015-01-17	H5N2	HPAI	業者主動通報	101	98	Pingtung County
102a	22.47969444	120.53141667	肉鵝	2015-01-13	2015-01-17	H5N2	HPAI	業者主動通報	102	97	Pingtung County
103a	22.59966667	120.50944444	肉鵝	2015-01-13	2015-01-17	H5N2	HPAI	業者主動通報	103	96	Pingtung County
104a	22.60483333	120.47630556	肉鵝	2015-01-13	2015-01-17	H5N3	HPAI	業者主動通報	104	95	Pingtung County
105a	22.61555556	120.4995	肉鵝	2015-01-13	2015-01-17	H5N2	HPAI	業者主動通報	105	94	Pingtung County
106a	22.61788889	120.50313889	肉鵝	2015-01-13	2015-01-17	H5N2	HPAI	業者主動通報	106	93	Pingtung County
107a	22.618	120.50069444	肉鵝	2015-01-13	2015-01-17	H5N2	HPAI	業者主動通報	107	92	Pingtung County
108a	23.812463	120.272817	肉鵝	2015-01-13	2015-01-17	H5N8	HPAI	業者主動通報	108	91	Yunlin County
109a	22.602675	120.45666	肉鵝	2015-01-13	2015-01-17	H5N3	HPAI	業者主動通報	109	90	Pingtung County
110a	22.60472222	120.44811111	肉鵝	2015-01-13	2015-01-17	H5N3	HPAI	業者主動通報	110	89	Pingtung County
111a	22.60763889	120.44752778	肉鵝	2015-01-13	2015-01-17	H5N3	HPAI	業者主動通報	111	88	Pingtung County
112a	22.60922222	120.44791667	肉鵝	2015-01-13	2015-01-17	H5N3	HPAI	業者主動通報	112	87	Pingtung County
113a	22.61736111	120.44861111	肉鵝	2015-01-13	2015-01-17	H5N3	HPAI	業者主動通報	113	86	Pingtung County
114a	23.79977	120.27279	肉鴨	2015-01-13	2015-01-17	H5N2	HPAI	業者主動通報	114	85	Yunlin County
115a	23.625752	120.183763	肉鵝	2015-01-13	2015-01-17	H5Nx	HPAI	業者主動通報	115	84	Yunlin County
44a	22.855305	120.272856	肉鵝	2015-01-12	2015-01-15	H5N3	HPAI	業者主動通報	44	83	Kaohsiung City
45a	24.956805	121.19822	肉鵝	2015-01-12	2015-01-15	H5N2	HPAI	業者主動通報	45	82	Taoyuan City
46a	22.58438889	120.49733333	肉鵝	2015-01-12	2015-01-15	H5N2	HPAI	業者主動通報	46	81	Pingtung County
47a	22.60433333	120.46761111	肉鵝	2015-01-12	2015-01-15	H5N8	HPAI	業者主動通報	47	80	Pingtung County
48a	23.42746	120.217588	肉鵝	2015-01-12	2015-01-15	H5N2	HPAI	業者主動通報	48	79	Chiayi County
49a	23.97438889	120.38288889	蛋鴨	2015-01-12	2015-01-15	H5N2	HPAI	業者主動通報	49	78	Changhua County
50a	23.20814	120.23793	肉鵝	2015-01-12	2015-01-15	H5N8	HPAI	業者主動通報	50	77	Tainan City
51a	23.20910833	120.23788889	肉鵝	2015-01-12	2015-01-15	H5N8	HPAI	業者主動通報	51	76	Tainan City
52a	23.21275	120.2383	肉鵝	2015-01-12	2015-01-15	H5N8	HPAI	業者主動通報	52	75	Tainan City
53a	23.244058	120.24811	肉鵝	2015-01-12	2015-01-15	H5N8	HPAI	業者主動通報	53	74	Tainan City
54a	23.614918	120.205279	肉鵝	2015-01-12	2015-01-15	H5N2	HPAI	業者主動通報	54	73	Yunlin County
55a	23.645829	120.21333	肉鵝	2015-01-12	2015-01-15	H5N2	HPAI	業者主動通報	55	72	Yunlin County
56a	23.653514	120.218929	肉鵝	2015-01-12	2015-01-15	H5N2	HPAI	業者主動通報	56	71	Yunlin County
57a	23.655853	120.207567	肉鵝	2015-01-12	2015-01-15	H5N2	HPAI	業者主動通報	57	70	Yunlin County
58a	23.621047	120.194404	種鵝	2015-01-12	2015-01-15	H5N2	HPAI	業者主動通報	58	69	Yunlin County
59a	23.62133	120.1958	種鵝	2015-01-12	2015-01-15	H5N2	HPAI	業者主動通報	59	68	Yunlin County
60a	23.626243	120.182989	種鵝	2015-01-12	2015-01-15	H5N2	HPAI	業者主動通報	60	67	Yunlin County
61a	23.58738	120.20075	肉鵝	2015-01-12	2015-01-15	H5N2	HPAI	業者主動通報	61	66	Yunlin County
62a	23.59583	120.18694	肉鵝	2015-01-12	2015-01-15	H5N2	HPAI	業者主動通報	62	65	Yunlin County
63a	23.68665	120.2518	肉鵝	2015-01-12	2015-01-15	H5N2	HPAI	業者主動通報	63	64	Yunlin County
64a	23.709221	120.252636	肉鵝	2015-01-12	2015-01-15	H5N8	HPAI	業者主動通報	64	63	Yunlin County
65a	23.719913	120.242938	肉鵝	2015-01-12	2015-01-15	H5N8	HPAI	業者主動通報	65	62	Yunlin County
66a	23.21197	120.23984	種鴨	2015-01-12	2015-01-15	H5N8	HPAI	業者主動通報	66	61	Tainan City
67a	23.75235	120.22034	肉鵝	2015-01-12	2015-01-15	H5N8	HPAI	業者主動通報	67	60	Yunlin County
68a	23.782288	120.260553	肉鵝	2015-01-12	2015-01-15	H5N2	HPAI	業者主動通報	68	59	Yunlin County
69a	22.55783333	120.51605556	肉鵝	2015-01-12	2015-01-16	H5N2	HPAI	業者主動通報	69	58	Pingtung County
70a	22.57056	120.52556	肉鵝	2015-01-12	2015-01-16	H5N2	HPAI	業者主動通報	70	57	Pingtung County
71a	22.57527778	120.49588889	肉鵝	2015-01-12	2015-01-16	H5N2	HPAI	業者主動通報	71	56	Pingtung County
72a	22.58588889	120.49047222	肉鵝	2015-01-12	2015-01-16	H5N2	HPAI	業者主動通報	72	55	Pingtung County
73a	22.58894444	120.50875	肉鵝	2015-01-12	2015-01-16	H5N2_H5N3	HPAI	業者主動通報	73	54	Pingtung County
74a	22.60594444	120.45519444	肉鵝	2015-01-12	2015-01-16	H5N2	HPAI	業者主動通報	74	53	Pingtung County
75a	22.61055556	120.50361111	肉鵝	2015-01-12	2015-01-16	H5N2	HPAI	業者主動通報	75	52	Pingtung County
76a	22.618	120.50069444	肉鵝	2015-01-12	2015-01-16	H5N2	HPAI	業者主動通報	76	51	Pingtung County
77a	22.618	120.50069444	肉鵝	2015-01-12	2015-01-16	H5N2	HPAI	業者主動通報	77	50	Pingtung County
78a	22.61972222	120.44919444	肉鵝	2015-01-12	2015-01-16	H5N3	HPAI	業者主動通報	78	49	Pingtung County
79a	22.62833333	120.45866667	肉鵝	2015-01-12	2015-01-16	H5N3	HPAI	業者主動通報	79	48	Pingtung County
80a	22.63278	120.47361	肉鵝	2015-01-12	2015-01-16	H5Nx	HPAI	業者主動通報	80	47	Pingtung County
81a	23.3429	120.3309	肉鵝	2015-01-12	2015-01-16	H5N8	HPAI	業者主動通報	81	46	Tainan City
82a	25.055306	121.208217	肉鵝	2015-01-12	2015-01-17	H5N2_H5N8	HPAI	屠宰場回溯	82	45	Taoyuan City
83a	23.754532	120.232203	肉鴨	2015-01-12	2015-01-23	H5N2_H5N8	HPAI	業者主動通報	83	44	Yunlin County
24a	23.858251	120.289285	肉鵝	2015-01-11	2015-01-14	H5N2	HPAI	業者主動通報	24	43	Changhua County
25a	22.58313889	120.5	肉鵝	2015-01-11	2015-01-14	H5N2	HPAI	業者主動通報	25	42	Pingtung County
26a	22.62138889	120.50075	肉鵝	2015-01-11	2015-01-14	H5N2	HPAI	業者主動通報	26	41	Pingtung County
27a	23.579817	120.195333	肉鵝	2015-01-11	2015-01-14	H5N2	HPAI	業者主動通報	27	40	Yunlin County
28a	23.62951	120.19067	肉鵝	2015-01-11	2015-01-14	H5N2	HPAI	業者主動通報	28	39	Yunlin County
29a	23.68066	120.24554	肉鵝	2015-01-11	2015-01-14	H5N2	HPAI	業者主動通報	29	38	Yunlin County
30a	23.709828	120.258176	種鵝	2015-01-11	2015-01-14	H5N8	HPAI	業者主動通報	30	37	Yunlin County
31a	23.727202	120.242314	種鵝	2015-01-11	2015-01-14	H5N8	HPAI	業者主動通報	31	36	Yunlin County
32a	23.430437	120.208117	肉鵝	2015-01-11	2015-01-14	H5N2	HPAI	業者主動通報	32	35	Chiayi County
33a	22.61672222	120.49894444	肉鵝	2015-01-11	2015-01-15	H5N3	HPAI	業者主動通報	33	34	Pingtung County
34a	23.43631	120.34915	肉鵝	2015-01-11	2015-01-15	H5N2	HPAI	業者主動通報	34	33	Chiayi County
35a	23.584769	120.201779	種鵝	2015-01-11	2015-01-15	H5N2	HPAI	業者主動通報	35	32	Yunlin County
36a	23.726945	120.242313	種鵝	2015-01-11	2015-01-15	H5N8	HPAI	業者主動通報	36	31	Yunlin County
37a	23.72799	120.24332	種鵝	2015-01-11	2015-01-15	H5N8	HPAI	業者主動通報	37	30	Yunlin County
38a	23.245029	120.247281	肉鵝	2015-01-11	2015-01-15	H5N8	HPAI	業者主動通報	38	29	Tainan City
39a	23.61133333	120.43597778	肉鵝	2015-01-11	2015-01-16	H5N8	HPAI	業者主動通報	39	28	Chiayi County
40a	23.6115418	120.451772	肉鵝	2015-01-11	2015-01-16	H5N8	HPAI	業者主動通報	40	27	Chiayi County
41a	23.61164	120.4317	肉鵝	2015-01-11	2015-01-16	H5N8	HPAI	業者主動通報	41	26	Chiayi County
42a	23.61456	120.44425	肉鵝	2015-01-11	2015-01-16	H5N8	HPAI	業者主動通報	42	25	Chiayi County
43a	23.61521	120.44296	肉鵝	2015-01-11	2015-01-16	H5N8	HPAI	業者主動通報	43	24	Chiayi County
19a	23.67771	120.22541	肉鵝	2015-01-10	2015-01-13	H5N8	HPAI	業者主動通報	19	23	Yunlin County
20a	23.61774	120.42998	種鵝	2015-01-10	2015-01-14	H5N8	HPAI	業者主動通報	20	22	Chiayi County
21a	23.61805	120.4289	種鵝	2015-01-10	2015-01-14	H5N8	HPAI	業者主動通報	21	21	Chiayi County
22a	22.59726	120.4759	肉鵝	2015-01-10	2015-01-15	H5N8	HPAI	業者主動通報	22	20	Pingtung County
23a	23.28337	120.2958	種鵝	2015-01-10	2015-01-16	H5N8	HPAI	業者主動通報	23	19	Tainan City
8a	23.60944	120.45117	種鵝	2015-01-09	2015-01-12	H5N8	HPAI	業者主動通報	8	18	Chiayi County
9a	23.60953	120.45049	種鵝	2015-01-09	2015-01-12	H5N8	HPAI	業者主動通報	9	17	Chiayi County
10a	23.61521	120.44296	種鵝	2015-01-09	2015-01-12	H5N8	HPAI	業者主動通報	10	16	Chiayi County
11a	23.43343611	120.37969444	肉鵝	2015-01-09	2015-01-13	H5N2	HPAI	業者主動通報	11	15	Chiayi County
12a	23.43529	120.20765	肉鵝	2015-01-09	2015-01-13	H5N2	HPAI	業者主動通報	12	14	Chiayi County
13a	23.65075	120.21661	肉鵝	2015-01-09	2015-01-13	H5N2	HPAI	業者主動通報	13	13	Yunlin County
14a	23.728753	120.233574	肉鵝	2015-01-09	2015-01-13	H5N2	HPAI	業者主動通報	14	12	Yunlin County
15a	23.615725	120.205	種鵝	2015-01-09	2015-01-13	H5N2	HPAI	業者主動通報	15	11	Yunlin County
16a	23.619099	120.194312	種鵝	2015-01-09	2015-01-13	H5N2	HPAI	業者主動通報	16	10	Yunlin County
17a	23.619148	120.194997	種鵝	2015-01-09	2015-01-13	H5N2	HPAI	業者主動通報	17	9	Yunlin County
18a	23.63735	120.201412	種鵝	2015-01-09	2015-01-13	H5N2	HPAI	業者主動通報	18	8	Yunlin County
2a	23.619	120.19562	肉鵝	2015-01-08	2015-01-11	H5N2	HPAI	業者主動通報	2	7	Yunlin County
3a	23.65433	120.21352	肉鵝	2015-01-08	2015-01-11	H5N2	HPAI	業者主動通報	3	6	Yunlin County
4a	23.65638	120.216363	肉鵝	2015-01-08	2015-01-11	H5N2	HPAI	業者主動通報	4	5	Yunlin County
5a	22.53336111	120.48033333	蛋鴨	2015-01-08	2015-01-11	H5N2	HPAI	業者主動通報	5	4	Pingtung County
6a	23.61167	120.44574	種鵝	2015-01-08	2015-01-11	H5N8	HPAI	業者主動通報	6	3	Chiayi County
7a	22.57883333	120.4865	肉鵝	2015-01-08	2015-01-13	H5N2	HPAI	業者主動通報	7	2	Pingtung County
1a	23.586876	120.200224	肉鵝	2015-01-07	2015-01-11	H5N2	HPAI	業者主動通報	1	1	Yunlin County
891b	23.608771	120.313287	土雞	2022-12-31	2023-01-04	H5N1	HPAI	業者主動通報	891	891	Yunlin County
889b	24.1062	120.48105	鵪鶉	2022-12-30	2023-01-04	H5N1	HPAI	業者主動通報	889	890	Changhua County
890b	24.106733	120.480338	鵪鶉	2022-12-30	2023-01-04	H5N1	HPAI	業者主動通報	890	889	Changhua County
888b	23.88639	120.34867	土雞	2022-12-28	2023-01-01	H5N2	HPAI	業者主動通報	888	888	Changhua County
886b	23.749446	120.374213	土雞	2022-12-27	2022-12-30	H5N1	HPAI	業者主動通報	886	887	Yunlin County
887b	23.84701	120.40426	蛋雞	2022-12-27	2022-12-31	H5N2	HPAI	業者主動通報	887	886	Changhua County
883b	23.51422	120.32548	土雞	2022-12-26	2022-12-29	H5N1	HPAI	業者主動通報	883	885	Chiayi County
884b	23.85138	120.37378	蛋雞	2022-12-26	2022-12-29	H5N1	HPAI	業者主動通報	884	884	Changhua County
885b	23.24255	120.33977	蛋雞	2022-12-26	2022-12-30	H5N1	HPAI	業者主動通報	885	883	Tainan City
881b	23.837269	120.324685	肉鴨	2022-12-25	2022-12-29	H5N2	HPAI	主動監測	881	882	Changhua County
882b	23.979742	120.374048	肉鴨	2022-12-25	2022-12-29	H5N1	HPAI	主動監測	882	881	Changhua County
880b	23.689288	120.221693	土雞	2022-12-21	2022-12-24	H5N1	HPAI	業者主動通報	880	880	Yunlin County
877b	23.84764	120.372602	土雞	2022-12-16	2022-12-21	H5N1	HPAI	業者主動通報	877	879	Changhua County
878b	23.84828	120.37261	土雞	2022-12-16	2022-12-21	H5N1	HPAI	業者主動通報	878	878	Changhua County
879b	23.920723	120.398473	土雞	2022-12-16	2022-12-21	H5N1	HPAI	業者主動通報	879	877	Changhua County
875b	23.88057	120.41545	肉鴨	2022-12-14	2022-12-22	H5N1	HPAI	主動監測	875	876	Changhua County
876b	23.97163	120.51684	肉鵝	2022-12-14	2022-12-22	H5N1	HPAI	主動監測	876	875	Changhua County
873b	23.50249	120.21322	肉鴨	2022-12-13	2022-12-16	H5N1	HPAI	周邊監測	873	874	Chiayi County
874b	23.50478	120.18725	肉鵝	2022-12-13	2022-12-16	H5N1	HPAI	周邊監測	874	873	Chiayi County
871b	23.19507	120.34687	肉鴨	2022-12-01	2022-12-04	H5N1	HPAI	檢舉案	871	872	Tainan City
872b	22.73345	120.57316	蛋雞	2022-12-01	2022-12-04	H5N2	HPAI	業者主動通報	872	871	Pingtung County
869b	23.183303	120.311763	候(野)鳥	2022-11-28	2022-12-04	H5N1	HPAI	候(野)鳥	869	870	Tainan City
870b	23.52427	120.20813	肉鴨	2022-11-28	2022-12-08	H5N1	HPAI	主動監測	870	869	Yunlin County
868b	22.889272	120.269771	肉鴨	2022-11-24	2022-12-02	H5N1	HPAI	主動監測	868	868	Kaohsiung City
867b	24.67165	121.83235	種鴨	2022-11-17	2022-11-19	H5N1	HPAI	業者主動通報	867	867	Yilan County
866b	23.67203	120.58457	肉鴨	2022-11-16	2022-11-24	H5N2	HPAI	主動監測	866	866	Yunlin County
865b	23.0294728	120.1515749	候(野)鳥	2022-11-12	2022-11-19	H5N1	HPAI	候(野)鳥	865	865	Tainan City
864b	23.402823	121.352645	候(野)鳥	2022-11-11	2022-11-23	H5N1	HPAI	候(野)鳥	864	864	Hualien County
863b	22.81083	120.56074	肉鴨	2022-11-10	2022-11-14	H5N2	HPAI	主動監測	863	863	Pingtung County
862b	23.86205	120.36703	肉鴨	2022-10-17	2022-10-22	H5N2	HPAI	主動監測	862	862	Changhua County
861b	24.0885	120.7382	蛋雞	2022-09-05	2022-09-07	H5N2	HPAI	業者主動通報	861	861	Taichung City
